Designator,Mid X,Mid Y,Rotation,Layer
C1,147.0,-55.5,90.0,top
C2,142.0,-55.5,270.0,top
C3,139.0,-56.0,0.0,top
J1,131.5,-51.5,270.0,top
J2,150.1,-52.8,180.0,top
R1,139.0,-47.0,180.0,top
R2,139.0,-49.0,180.0,top
R3,139.0,-52.5,0.0,top
R4,144.5,-55.5,270.0,top
U1,145.0,-49.5,270.0,top
